miscellaneous:miscellaneous,elegy:elegy,epic:epic,drama:drama
Textname,Genre
tesserae/texts/la/horace.satires/horace.satires.part.1.tess,miscellaneous
tesserae/texts/la/horace.satires/horace.satires.part.2.tess,miscellaneous
tesserae/texts/la/italicus.ilias_latina.tess,epic
tesserae/texts/la/juvenal.satires.tess,miscellaneous
tesserae/texts/la/juvencus.historia_evangelica/juvencus.historia_evangelica.part.1.tess,epic
tesserae/texts/la/juvencus.historia_evangelica/juvencus.historia_evangelica.part.2.tess,epic
tesserae/texts/la/juvencus.historia_evangelica/juvencus.historia_evangelica.part.3.tess,epic
tesserae/texts/la/juvencus.historia_evangelica/juvencus.historia_evangelica.part.4.tess,epic
tesserae/texts/la/lucan.bellum_civile/lucan.bellum_civile.part.1.tess,epic
tesserae/texts/la/lucan.bellum_civile/lucan.bellum_civile.part.10.tess,epic
tesserae/texts/la/lucan.bellum_civile/lucan.bellum_civile.part.2.tess,epic
tesserae/texts/la/lucan.bellum_civile/lucan.bellum_civile.part.3.tess,epic
tesserae/texts/la/lucan.bellum_civile/lucan.bellum_civile.part.4.tess,epic
tesserae/texts/la/lucan.bellum_civile/lucan.bellum_civile.part.5.tess,epic
tesserae/texts/la/lucan.bellum_civile/lucan.bellum_civile.part.6.tess,epic
tesserae/texts/la/lucan.bellum_civile/lucan.bellum_civile.part.7.tess,epic
tesserae/texts/la/lucan.bellum_civile/lucan.bellum_civile.part.8.tess,epic
tesserae/texts/la/lucan.bellum_civile/lucan.bellum_civile.part.9.tess,epic
tesserae/texts/la/lucretius.de_rerum_natura/lucretius.de_rerum_natura.part.1.tess,epic
tesserae/texts/la/lucretius.de_rerum_natura/lucretius.de_rerum_natura.part.2.tess,epic
tesserae/texts/la/lucretius.de_rerum_natura/lucretius.de_rerum_natura.part.3.tess,epic
tesserae/texts/la/lucretius.de_rerum_natura/lucretius.de_rerum_natura.part.4.tess,epic
tesserae/texts/la/lucretius.de_rerum_natura/lucretius.de_rerum_natura.part.5.tess,epic
tesserae/texts/la/lucretius.de_rerum_natura/lucretius.de_rerum_natura.part.6.tess,epic
tesserae/texts/la/manilius.astronomicon/manilius.astronomicon.part.1.tess,epic
tesserae/texts/la/manilius.astronomicon/manilius.astronomicon.part.2.tess,epic
tesserae/texts/la/manilius.astronomicon/manilius.astronomicon.part.3.tess,epic
tesserae/texts/la/manilius.astronomicon/manilius.astronomicon.part.4.tess,epic
tesserae/texts/la/manilius.astronomicon/manilius.astronomicon.part.5.tess,epic
tesserae/texts/la/martial.epigrams/martial.epigrams.part.1.tess,miscellaneous
tesserae/texts/la/martial.epigrams/martial.epigrams.part.10.tess,miscellaneous
tesserae/texts/la/martial.epigrams/martial.epigrams.part.11.tess,miscellaneous
tesserae/texts/la/martial.epigrams/martial.epigrams.part.12.tess,miscellaneous
tesserae/texts/la/martial.epigrams/martial.epigrams.part.13.tess,miscellaneous
tesserae/texts/la/martial.epigrams/martial.epigrams.part.14.tess,miscellaneous
tesserae/texts/la/martial.epigrams/martial.epigrams.part.2.tess,miscellaneous
tesserae/texts/la/martial.epigrams/martial.epigrams.part.3.tess,miscellaneous
tesserae/texts/la/martial.epigrams/martial.epigrams.part.4.tess,miscellaneous
tesserae/texts/la/martial.epigrams/martial.epigrams.part.5.tess,miscellaneous
tesserae/texts/la/martial.epigrams/martial.epigrams.part.6.tess,miscellaneous
tesserae/texts/la/martial.epigrams/martial.epigrams.part.7.tess,miscellaneous
tesserae/texts/la/martial.epigrams/martial.epigrams.part.8.tess,miscellaneous
tesserae/texts/la/martial.epigrams/martial.epigrams.part.9.tess,miscellaneous
tesserae/texts/la/ovid.amores/ovid.amores.part.1.tess,elegy
tesserae/texts/la/ovid.amores/ovid.amores.part.2.tess,elegy
tesserae/texts/la/ovid.amores/ovid.amores.part.3.tess,elegy
tesserae/texts/la/ovid.ars_amatoria/ovid.ars_amatoria.part.1.tess,elegy
tesserae/texts/la/ovid.ars_amatoria/ovid.ars_amatoria.part.2.tess,elegy
tesserae/texts/la/ovid.ars_amatoria/ovid.ars_amatoria.part.3.tess,elegy
tesserae/texts/la/ovid.ex_ponto/ovid.ex_ponto.part.1.tess,elegy
tesserae/texts/la/ovid.ex_ponto/ovid.ex_ponto.part.2.tess,elegy
tesserae/texts/la/ovid.ex_ponto/ovid.ex_ponto.part.3.tess,elegy
tesserae/texts/la/ovid.ex_ponto/ovid.ex_ponto.part.4.tess,elegy
tesserae/texts/la/ovid.fasti/ovid.fasti.part.1.tess,elegy
tesserae/texts/la/ovid.fasti/ovid.fasti.part.2.tess,elegy
tesserae/texts/la/ovid.fasti/ovid.fasti.part.3.tess,elegy
tesserae/texts/la/ovid.fasti/ovid.fasti.part.4.tess,elegy
tesserae/texts/la/ovid.fasti/ovid.fasti.part.5.tess,elegy
tesserae/texts/la/ovid.fasti/ovid.fasti.part.6.tess,elegy
tesserae/texts/la/ovid.heroides.tess,elegy
tesserae/texts/la/ovid.ibis.tess,elegy
tesserae/texts/la/ovid.medicamina_faciei_femineae.tess,elegy
tesserae/texts/la/ovid.metamorphoses/ovid.metamorphoses.part.1.tess,epic
tesserae/texts/la/ovid.metamorphoses/ovid.metamorphoses.part.10.tess,epic
tesserae/texts/la/ovid.metamorphoses/ovid.metamorphoses.part.11.tess,epic
tesserae/texts/la/ovid.metamorphoses/ovid.metamorphoses.part.12.tess,epic
tesserae/texts/la/ovid.metamorphoses/ovid.metamorphoses.part.13.tess,epic
tesserae/texts/la/ovid.metamorphoses/ovid.metamorphoses.part.14.tess,epic
tesserae/texts/la/ovid.metamorphoses/ovid.metamorphoses.part.15.tess,epic
tesserae/texts/la/ovid.metamorphoses/ovid.metamorphoses.part.2.tess,epic
tesserae/texts/la/ovid.metamorphoses/ovid.metamorphoses.part.3.tess,epic
tesserae/texts/la/ovid.metamorphoses/ovid.metamorphoses.part.4.tess,epic
tesserae/texts/la/ovid.metamorphoses/ovid.metamorphoses.part.5.tess,epic
tesserae/texts/la/ovid.metamorphoses/ovid.metamorphoses.part.6.tess,epic
tesserae/texts/la/ovid.metamorphoses/ovid.metamorphoses.part.7.tess,epic
tesserae/texts/la/ovid.metamorphoses/ovid.metamorphoses.part.8.tess,epic
tesserae/texts/la/ovid.metamorphoses/ovid.metamorphoses.part.9.tess,epic
tesserae/texts/la/ovid.remedia_amoris.tess,elegy
tesserae/texts/la/ovid.tristia/ovid.tristia.part.1.tess,elegy
tesserae/texts/la/ovid.tristia/ovid.tristia.part.2.tess,elegy
tesserae/texts/la/ovid.tristia/ovid.tristia.part.3.tess,elegy
tesserae/texts/la/ovid.tristia/ovid.tristia.part.4.tess,elegy
tesserae/texts/la/ovid.tristia/ovid.tristia.part.5.tess,elegy
tesserae/texts/la/persius.satires.tess,miscellaneous
tesserae/texts/la/plautus.amphitruo.tess,drama
tesserae/texts/la/plautus.asinaria.tess,drama
tesserae/texts/la/plautus.aulularia.tess,drama
tesserae/texts/la/plautus.bacchides.tess,drama
tesserae/texts/la/plautus.captivi.tess,drama
tesserae/texts/la/plautus.casina.tess,drama
tesserae/texts/la/plautus.cistellaria.tess,drama
tesserae/texts/la/plautus.curculio.tess,drama
tesserae/texts/la/plautus.epidicus.tess,drama
tesserae/texts/la/plautus.menaechmi.tess,drama
tesserae/texts/la/plautus.mercator.tess,drama
tesserae/texts/la/plautus.miles_gloriosus.tess,drama
tesserae/texts/la/plautus.mostellaria.tess,drama
tesserae/texts/la/plautus.persa.tess,drama
tesserae/texts/la/plautus.poenulus.tess,drama
tesserae/texts/la/plautus.pseudolus.tess,drama
tesserae/texts/la/plautus.rudens.tess,drama
tesserae/texts/la/plautus.stichus.tess,drama
tesserae/texts/la/plautus.trinummus.tess,drama
tesserae/texts/la/plautus.truculentus.tess,drama
tesserae/texts/la/propertius.elegies.tess,elegy
tesserae/texts/la/prudentius.apotheosis.tess,epic
tesserae/texts/la/prudentius.contra_symmachum/prudentius.contra_symmachum.part.1.tess,epic
tesserae/texts/la/prudentius.contra_symmachum/prudentius.contra_symmachum.part.2.tess,epic
tesserae/texts/la/prudentius.dittochaeon.tess,miscellaneous
tesserae/texts/la/prudentius.epilogus.tess,miscellaneous
tesserae/texts/la/prudentius.hamartigenia.tess,epic
tesserae/texts/la/prudentius.psychomachia.tess,epic
tesserae/texts/la/rutilius.de_reditu.tess,elegy
tesserae/texts/la/seneca.agamemnon.tess,drama
tesserae/texts/la/seneca.hercules_furens.tess,drama
tesserae/texts/la/seneca.hercules_oetaeus.tess,drama
tesserae/texts/la/seneca.medea.tess,drama
tesserae/texts/la/seneca.octavia.tess,drama
tesserae/texts/la/seneca.oedipus.tess,drama
tesserae/texts/la/seneca.phaedra.tess,drama
tesserae/texts/la/seneca.phoenissae.tess,drama
tesserae/texts/la/seneca.thyestes.tess,drama
tesserae/texts/la/seneca.troades.tess,drama
tesserae/texts/la/silius_italicus.punica/silius_italicus.punica.part.1.tess,epic
tesserae/texts/la/silius_italicus.punica/silius_italicus.punica.part.10.tess,epic
tesserae/texts/la/silius_italicus.punica/silius_italicus.punica.part.11.tess,epic
tesserae/texts/la/silius_italicus.punica/silius_italicus.punica.part.12.tess,epic
tesserae/texts/la/silius_italicus.punica/silius_italicus.punica.part.13.tess,epic
tesserae/texts/la/silius_italicus.punica/silius_italicus.punica.part.14.tess,epic
tesserae/texts/la/silius_italicus.punica/silius_italicus.punica.part.15.tess,epic
tesserae/texts/la/silius_italicus.punica/silius_italicus.punica.part.16.tess,epic
tesserae/texts/la/silius_italicus.punica/silius_italicus.punica.part.17.tess,epic
tesserae/texts/la/silius_italicus.punica/silius_italicus.punica.part.2.tess,epic
tesserae/texts/la/silius_italicus.punica/silius_italicus.punica.part.3.tess,epic
tesserae/texts/la/silius_italicus.punica/silius_italicus.punica.part.4.tess,epic
tesserae/texts/la/silius_italicus.punica/silius_italicus.punica.part.5.tess,epic
tesserae/texts/la/silius_italicus.punica/silius_italicus.punica.part.6.tess,epic
tesserae/texts/la/silius_italicus.punica/silius_italicus.punica.part.7.tess,epic
tesserae/texts/la/silius_italicus.punica/silius_italicus.punica.part.8.tess,epic
tesserae/texts/la/silius_italicus.punica/silius_italicus.punica.part.9.tess,epic
tesserae/texts/la/statius.achilleid.tess,epic
tesserae/texts/la/statius.silvae/statius.silvae.part.1.tess,miscellaneous
tesserae/texts/la/statius.silvae/statius.silvae.part.2.tess,miscellaneous
tesserae/texts/la/statius.silvae/statius.silvae.part.3.tess,miscellaneous
tesserae/texts/la/statius.silvae/statius.silvae.part.4.tess,miscellaneous
tesserae/texts/la/statius.silvae/statius.silvae.part.5.tess,miscellaneous
tesserae/texts/la/statius.thebaid/statius.thebaid.part.1.tess,epic
tesserae/texts/la/statius.thebaid/statius.thebaid.part.10.tess,epic
tesserae/texts/la/statius.thebaid/statius.thebaid.part.11.tess,epic
tesserae/texts/la/statius.thebaid/statius.thebaid.part.12.tess,epic
tesserae/texts/la/statius.thebaid/statius.thebaid.part.2.tess,epic
tesserae/texts/la/statius.thebaid/statius.thebaid.part.3.tess,epic
tesserae/texts/la/statius.thebaid/statius.thebaid.part.4.tess,epic
tesserae/texts/la/statius.thebaid/statius.thebaid.part.5.tess,epic
tesserae/texts/la/statius.thebaid/statius.thebaid.part.6.tess,epic
tesserae/texts/la/statius.thebaid/statius.thebaid.part.7.tess,epic
tesserae/texts/la/statius.thebaid/statius.thebaid.part.8.tess,epic
tesserae/texts/la/statius.thebaid/statius.thebaid.part.9.tess,epic
tesserae/texts/la/terence.adelphi.tess,drama
tesserae/texts/la/terence.andria.tess,drama
tesserae/texts/la/terence.eunuchus.tess,drama
tesserae/texts/la/terence.heautontimorumenos.tess,drama
tesserae/texts/la/terence.hecyra.tess,drama
tesserae/texts/la/terence.phormio.tess,drama
tesserae/texts/la/tibullus.elegies.tess,elegy
tesserae/texts/la/valerius_flaccus.argonautica/valerius_flaccus.argonautica.part.1.tess,epic
tesserae/texts/la/valerius_flaccus.argonautica/valerius_flaccus.argonautica.part.2.tess,epic
tesserae/texts/la/valerius_flaccus.argonautica/valerius_flaccus.argonautica.part.3.tess,epic
tesserae/texts/la/valerius_flaccus.argonautica/valerius_flaccus.argonautica.part.4.tess,epic
tesserae/texts/la/valerius_flaccus.argonautica/valerius_flaccus.argonautica.part.5.tess,epic
tesserae/texts/la/valerius_flaccus.argonautica/valerius_flaccus.argonautica.part.6.tess,epic
tesserae/texts/la/valerius_flaccus.argonautica/valerius_flaccus.argonautica.part.7.tess,epic
tesserae/texts/la/valerius_flaccus.argonautica/valerius_flaccus.argonautica.part.8.tess,epic
tesserae/texts/la/vergil.aeneid/vergil.aeneid.part.1.tess,epic
tesserae/texts/la/vergil.aeneid/vergil.aeneid.part.10.tess,epic
tesserae/texts/la/vergil.aeneid/vergil.aeneid.part.11.tess,epic
tesserae/texts/la/vergil.aeneid/vergil.aeneid.part.12.tess,epic
tesserae/texts/la/vergil.aeneid/vergil.aeneid.part.2.tess,epic
tesserae/texts/la/vergil.aeneid/vergil.aeneid.part.3.tess,epic
tesserae/texts/la/vergil.aeneid/vergil.aeneid.part.4.tess,epic
tesserae/texts/la/vergil.aeneid/vergil.aeneid.part.5.tess,epic
tesserae/texts/la/vergil.aeneid/vergil.aeneid.part.6.tess,epic
tesserae/texts/la/vergil.aeneid/vergil.aeneid.part.7.tess,epic
tesserae/texts/la/vergil.aeneid/vergil.aeneid.part.8.tess,epic
tesserae/texts/la/vergil.aeneid/vergil.aeneid.part.9.tess,epic
tesserae/texts/la/vergil.eclogues.tess,miscellaneous
tesserae/texts/la/vergil.georgics/vergil.georgics.part.1.tess,epic
tesserae/texts/la/vergil.georgics/vergil.georgics.part.2.tess,epic
tesserae/texts/la/vergil.georgics/vergil.georgics.part.3.tess,epic
tesserae/texts/la/vergil.georgics/vergil.georgics.part.4.tess,epic
